0 0.5 0.45075 0.402446 0.355964 0.312046 0.271265 0.234001 0.200448 0.170634 0.144454 0.121701 0.102104 0.0853557 0.0711372 0.0591341 0.0490493 0.0406102 0.0335718 0.027718 0.0228608 0.0188383 0.0155123 0.0127659 0.0105005 0.00863365 0.00709631 0.0058311 0.00479038 0.00393467 0.00323132 0.00265336 0.00217855 0.00178856 0.00146828 0.00120528 0.00098934 0.000812059 0.000666524 0.000547057 0.000448994 0.000368503 0.000302437 0.000248212 0.000203708 0.000167181 0.000137204 0.000112601 9.24093e-05 7.58382e-05 6.22385e-05 5.10774e-05 4.19177e-05 3.44006e-05 2.82315e-05 2.31687e-05 1.90137e-05 1.56039e-05 1.28056e-05 1.05091e-05 8.62447e-06 7.07779e-06 5.80849e-06 4.76682e-06 3.91196e-06 3.2104e-06
0.001 0.50075 0.451492 0.403167 0.356652 0.312691 0.271859 0.234539 0.200929 0.171059 0.144825 0.122022 0.102379 0.0855902 0.0713357 0.0593012 0.0491895 0.0407273 0.0336693 0.027799 0.0229279 0.0188938 0.0155582 0.0128037 0.0105317 0.00865937 0.00711748 0.00584852 0.0048047 0.00394644 0.003241 0.00266131 0.00218509 0.00179392 0.00147268 0.00120889 0.00099231 0.000814497 0.000668526 0.0005487 0.000450342 0.000369609 0.000303345 0.000248958 0.00020432 0.000167684 0.000137616 0.000112939 9.26869e-05 7.6066e-05 6.24254e-05 5.12308e-05 4.20437e-05 3.45039e-05 2.83163e-05 2.32383e-05 1.90709e-05 1.56508e-05 1.28441e-05 1.05407e-05 8.65038e-06 7.09906e-06 5.82594e-06 4.78114e-06 3.92371e-06 3.22005e-06
0.002 0.5015 0.452236 0.40389 0.35734 0.313336 0.272453 0.235078 0.201411 0.171485 0.145197 0.122343 0.102655 0.0858253 0.0715347 0.0594688 0.04933 0.0408446 0.033767 0.0278802 0.0229952 0.0189495 0.0156042 0.0128417 0.010563 0.00868516 0.00713871 0.00586599 0.00481907 0.00395825 0.0032507 0.00266929 0.00219164 0.0017993 0.0014771 0.00121252 0.000995288 0.000816942 0.000670533 0.000550348 0.000451695 0.000370719 0.000304256 0.000249705 0.000204933 0.000168187 0.000138029 0.000113278 9.29654e-05 7.62945e-05 6.2613e-05 5.13848e-05 4.217e-05 3.46076e-05 2.84014e-05 2.33081e-05 1.91282e-05 1.56978e-05 1.28827e-05 1.05724e-05 8.67637e-06 7.12039e-06 5.84345e-06 4.79551e-06 3.9355e-06 3.22972e-06
0.003 0.50225 0.452979 0.404612 0.358029 0.313982 0.273048 0.235618 0.201894 0.171912 0.14557 0.122666 0.102932 0.0860609 0.0717342 0.0596368 0.0494708 0.0409623 0.0338651 0.0279616 0.0230627 0.0190053 0.0156503 0.0128798 0.0105944 0.00871103 0.00716 0.00588351 0.00483348 0.0039701 0.00326044 0.00267729 0.00219821 0.0018047 0.00148153 0.00121616 0.000998276 0.000819395 0.000672546 0.000552001 0.000453051 0.000371833 0.00030517 0.000250455 0.000205549 0.000168693 0.000138444 0.000113619 9.32446e-05 7.65237e-05 6.28011e-05 5.15391e-05 4.22967e-05 3.47116e-05 2.84867e-05 2.33781e-05 1.91856e-05 1.5745e-05 1.29214e-05 1.06041e-05 8.70244e-06 7.14178e-06 5.86101e-06 4.80992e-06 3.94733e-06 3.23943e-06
0.004 0.503 0.453722 0.405335 0.358719 0.314628 0.273644 0.236159 0.202378 0.172339 0.145943 0.122989 0.103209 0.0862972 0.0719342 0.0598053 0.0496121 0.0410803 0.0339633 0.0280433 0.0231304 0.0190614 0.0156966 0.012918 0.0106259 0.00873697 0.00718136 0.00590108 0.00484793 0.00398198 0.0032702 0.00268531 0.0022048 0.00181011 0.00148597 0.00121981 0.00100127 0.000821855 0.000674565 0.000553658 0.000454412 0.00037295 0.000306087 0.000251208 0.000206166 0.000169199 0.00013886 0.00011396 9.35248e-05 7.67536e-05 6.29898e-05 5.1694e-05 4.24237e-05 3.48159e-05 2.85723e-05 2.34483e-05 1.92433e-05 1.57923e-05 1.29602e-05 1.0636e-05 8.72858e-06 7.16324e-06 5.87861e-06 4.82437e-06 3.95919e-06 3.24916e-06
0.005 0.50375 0.454466 0.406058 0.35941 0.315276 0.274241 0.236701 0.202863 0.172768 0.146317 0.123313 0.103487 0.086534 0.0721348 0.0599742 0.0497538 0.0411987 0.0340619 0.0281252 0.0231983 0.0191175 0.015743 0.0129563 0.0106575 0.00876299 0.00720278 0.00591871 0.00486243 0.0039939 0.00327999 0.00269336 0.00221141 0.00181554 0.00149043 0.00122347 0.00100428 0.000824322 0.000676591 0.000555321 0.000455777 0.00037407 0.000307006 0.000251962 0.000206786 0.000169708 0.000139277 0.000114302 9.38057e-05 7.69842e-05 6.3179e-05 5.18493e-05 4.25512e-05 3.49205e-05 2.86581e-05 2.35188e-05 1.93011e-05 1.58398e-05 1.29991e-05 1.06679e-05 8.75481e-06 7.18476e-06 5.89628e-06 4.83886e-06 3.97108e-06 3.25892e-06
0.006 0.5045 0.45521 0.406782 0.360101 0.315924 0.274838 0.237243 0.203348 0.173197 0.146693 0.123638 0.103766 0.0867715 0.0723358 0.0601435 0.0498958 0.0413173 0.0341608 0.0282073 0.0232664 0.0191739 0.0157896 0.0129947 0.0106892 0.00878909 0.00722427 0.00593638 0.00487696 0.00400585 0.00328982 0.00270143 0.00221804 0.00182098 0.0014949 0.00122714 0.00100729 0.000826797 0.000678622 0.000556988 0.000457145 0.000375193 0.000307928 0.000252719 0.000207407 0.000170217 0.000139695 0.000114646 9.40876e-05 7.72155e-05 6.33688e-05 5.20051e-05 4.2679e-05 3.50254e-05 2.87442e-05 2.35895e-05 1.93591e-05 1.58873e-05 1.30382e-05 1.07e-05 8.78111e-06 7.20635e-06 5.91399e-06 4.8534e-06 3.98301e-06 3.26871e-06
0.007 0.50525 0.455954 0.407506 0.360792 0.316572 0.275437 0.237786 0.203835 0.173627 0.147068 0.123963 0.104045 0.0870095 0.0725374 0.0603134 0.0500382 0.0414363 0.0342599 0.0282896 0.0233346 0.0192304 0.0158363 0.0130333 0.010721 0.00881526 0.00724582 0.00595411 0.00489154 0.00401784 0.00329967 0.00270952 0.00222468 0.00182645 0.00149939 0.00123082 0.00101031 0.000829279 0.00068066 0.000558661 0.000458518 0.00037632 0.000308853 0.000253478 0.00020803 0.000170729 0.000140115 0.00011499 9.43702e-05 7.74475e-05 6.35592e-05 5.21613e-05 4.28073e-05 3.51306e-05 2.88306e-05 2.36603e-05 1.94172e-05 1.59351e-05 1.30774e-05 1.07321e-05 8.80749e-06 7.228e-06 5.93176e-06 4.86798e-06 3.99498e-06 3.27853e-06
0.008 0.506 0.456698 0.408231 0.361484 0.317222 0.276036 0.238331 0.204322 0.174058 0.147445 0.124289 0.104325 0.0872481 0.0727395 0.0604836 0.050181 0.0415557 0.0343593 0.0283722 0.0234031 0.019287 0.0158831 0.0130719 0.0107528 0.00884151 0.00726743 0.00597189 0.00490617 0.00402986 0.00330955 0.00271764 0.00223135 0.00183192 0.00150389 0.00123452 0.00101335 0.000831768 0.000682703 0.000560338 0.000459895 0.00037745 0.000309781 0.00025424 0.000208655 0.000171242 0.000140536 0.000115336 9.46537e-05 7.76802e-05 6.37501e-05 5.2318e-05 4.29359e-05 3.52362e-05 2.89172e-05 2.37314e-05 1.94756e-05 1.5983e-05 1.31167e-05 1.07644e-05 8.83396e-06 7.24971e-06 5.94958e-06 4.88261e-06 4.00698e-06 3.28839e-06
0.009 0.50675 0.457443 0.408956 0.362177 0.317872 0.276636 0.238876 0.20481 0.174489 0.147823 0.124616 0.104606 0.0874873 0.0729421 0.0606543 0.0503242 0.0416753 0.0344589 0.028455 0.0234718 0.0193439 0.0159301 0.0131107 0.0107848 0.00886784 0.0072891 0.00598973 0.00492084 0.00404192 0.00331946 0.00272578 0.00223804 0.00183742 0.0015084 0.00123822 0.00101639 0.000834265 0.000684753 0.000562021 0.000461276 0.000378584 0.000310711 0.000255003 0.000209281 0.000171756 0.000140958 0.000115682 9.49381e-05 7.79135e-05 6.39417e-05 5.24752e-05 4.30649e-05 3.5342e-05 2.90041e-05 2.38027e-05 1.95341e-05 1.6031e-05 1.31561e-05 1.07967e-05 8.8605e-06 7.2715e-06 5.96746e-06 4.89728e-06 4.01902e-06 3.29827e-06
