0 0.49932 0.451386 0.402741 0.356325 0.312365 0.271564 0.23427 0.200689 0.170847 0.144639 0.121861 0.102241 0.085473 0.0712365 0.0592177 0.0491194 0.0406687 0.0336205 0.0277585 0.0228944 0.018866 0.0155352 0.0127848 0.0105161 0.0086465 0.00710689 0.00583981 0.00479754 0.00394055 0.00323616 0.00265734 0.00218182 0.00179124 0.00147048 0.00120708 0.000990824 0.000813278 0.000667524 0.000547878 0.000449668 0.000369056 0.000302891 0.000248585 0.000204013 0.000167432 0.00013741 0.00011277 9.2548e-05 7.5952e-05 6.23319e-05 5.11541e-05 4.19807e-05 3.44522e-05 2.82739e-05 2.32034e-05 1.90423e-05 1.56274e-05 1.28248e-05 1.05249e-05 8.6374e-06 7.08847e-06 5.817e-06 4.77483e-06 3.91443e-06 3.22882e-06
0.001 0.498034 0.452606 0.403354 0.35704 0.313005 0.27216 0.234809 0.201171 0.171273 0.145011 0.122183 0.102517 0.0857078 0.0714352 0.059385 0.0492597 0.0407859 0.0337181 0.0278396 0.0229615 0.0189216 0.0155811 0.0128227 0.0105474 0.00867225 0.00712808 0.00585724 0.00481188 0.00395234 0.00324584 0.00266529 0.00218836 0.00179661 0.00147489 0.0012107 0.000993797 0.000815718 0.000669528 0.000549523 0.000451018 0.000370164 0.0003038 0.000249331 0.000204626 0.000167935 0.000137822 0.000113109 9.28259e-05 7.61801e-05 6.25191e-05 5.13077e-05 4.21067e-05 3.45557e-05 2.83588e-05 2.32731e-05 1.90995e-05 1.56743e-05 1.28633e-05 1.05565e-05 8.66332e-06 7.10983e-06 5.83414e-06 4.79059e-06 3.92006e-06 3.26476e-06
0.002 0.496891 0.453724 0.404007 0.357741 0.31365 0.272755 0.235349 0.201654 0.171699 0.145384 0.122505 0.102794 0.0859433 0.0716345 0.0595528 0.0494004 0.0409034 0.033816 0.0279209 0.0230289 0.0189774 0.0156272 0.0128607 0.0105787 0.00869806 0.00714933 0.00587473 0.00482626 0.00396416 0.00325556 0.00267328 0.00219491 0.00180199 0.00147931 0.00121434 0.000996778 0.000818165 0.000671537 0.000551172 0.000452371 0.000371275 0.000304712 0.000250079 0.00020524 0.000168439 0.000138236 0.000113448 9.31046e-05 7.64088e-05 6.27068e-05 5.14617e-05 4.22331e-05 3.46595e-05 2.84439e-05 2.3343e-05 1.91568e-05 1.57214e-05 1.2902e-05 1.05882e-05 8.68934e-06 7.1312e-06 5.85151e-06 4.80588e-06 3.927e-06 3.29904e-06
0.003 0.495874 0.454754 0.404695 0.358433 0.314298 0.273351 0.235891 0.202138 0.172127 0.145757 0.122828 0.103071 0.0861793 0.0718343 0.0597211 0.0495415 0.0410213 0.0339141 0.0280024 0.0230965 0.0190333 0.0156734 0.0128988 0.0106101 0.00872396 0.00717065 0.00589227 0.00484068 0.00397602 0.0032653 0.00268128 0.00220149 0.00180739 0.00148374 0.00121798 0.000999768 0.00082062 0.000673552 0.000552826 0.000453729 0.000372389 0.000305627 0.00025083 0.000205856 0.000168945 0.000138651 0.000113789 9.33842e-05 7.66383e-05 6.28951e-05 5.16163e-05 4.236e-05 3.47635e-05 2.85293e-05 2.34131e-05 1.92143e-05 1.57686e-05 1.29407e-05 1.062e-05 8.71544e-06 7.1526e-06 5.86906e-06 4.82078e-06 3.93511e-06 3.33183e-06
0.004 0.494971 0.455706 0.40541 0.359118 0.314949 0.273947 0.236433 0.202623 0.172555 0.146131 0.123152 0.103349 0.0864159 0.0720346 0.0598898 0.0496829 0.0411394 0.0340125 0.0280841 0.0231643 0.0190894 0.0157197 0.0129371 0.0106417 0.00874993 0.00719203 0.00590986 0.00485515 0.00398791 0.00327508 0.00268931 0.00220809 0.00181281 0.00148819 0.00122163 0.00100277 0.000823082 0.000675573 0.000554485 0.000455091 0.000373507 0.000306544 0.000251583 0.000206474 0.000169452 0.000139067 0.00011413 9.36646e-05 7.68684e-05 6.30839e-05 5.17712e-05 4.24872e-05 3.48679e-05 2.8615e-05 2.34834e-05 1.9272e-05 1.58159e-05 1.29796e-05 1.06519e-05 8.74162e-06 7.17404e-06 5.88677e-06 4.83537e-06 3.94424e-06 3.36329e-06
0.005 0.49417 0.456589 0.406147 0.359799 0.315602 0.274543 0.236976 0.203108 0.172984 0.146506 0.123476 0.103627 0.0866531 0.0722354 0.0600589 0.0498247 0.0412579 0.0341112 0.0281661 0.0232322 0.0191456 0.0157662 0.0129754 0.0106733 0.00877597 0.00721347 0.0059275 0.00486966 0.00399984 0.00328488 0.00269737 0.0022147 0.00181825 0.00149265 0.00122529 0.00100578 0.000825552 0.000677601 0.000556149 0.000456457 0.000374628 0.000307464 0.000252339 0.000207094 0.000169961 0.000139485 0.000114473 9.39458e-05 7.70992e-05 6.32733e-05 5.19267e-05 4.26147e-05 3.49726e-05 2.87009e-05 2.35539e-05 1.93299e-05 1.58634e-05 1.30186e-05 1.06839e-05 8.76789e-06 7.19553e-06 5.90459e-06 4.84973e-06 3.95428e-06 3.39357e-06
0.006 0.493461 0.457413 0.406901 0.360476 0.316256 0.275141 0.23752 0.203595 0.173414 0.146882 0.123802 0.103906 0.0868909 0.0724368 0.0602285 0.0499669 0.0413767 0.0342102 0.0282483 0.0233004 0.019202 0.0158128 0.0130139 0.010705 0.0088021 0.00723498 0.00594519 0.00488421 0.0040118 0.00329471 0.00270545 0.00222134 0.0018237 0.00149713 0.00122897 0.00100879 0.000828029 0.000679634 0.000557819 0.000457827 0.000375753 0.000308387 0.000253096 0.000207716 0.000170471 0.000139904 0.000114817 9.42279e-05 7.73307e-05 6.34633e-05 5.20826e-05 4.27427e-05 3.50776e-05 2.87871e-05 2.36246e-05 1.9388e-05 1.5911e-05 1.30576e-05 1.07159e-05 8.79423e-06 7.21708e-06 5.92251e-06 4.86392e-06 3.96513e-06 3.4228e-06
0.007 0.492834 0.458185 0.407669 0.361153 0.31691 0.275739 0.238064 0.204082 0.173845 0.147259 0.124128 0.104186 0.0871293 0.0726387 0.0603985 0.0501095 0.0414959 0.0343094 0.0283308 0.0233687 0.0192586 0.0158596 0.0130525 0.0107368 0.0088283 0.00725655 0.00596294 0.0048988 0.0040238 0.00330457 0.00271355 0.00222799 0.00182916 0.00150162 0.00123266 0.00101182 0.000830513 0.000681673 0.000559493 0.000459201 0.000376881 0.000309313 0.000253856 0.00020834 0.000170983 0.000140324 0.000115162 9.45108e-05 7.75629e-05 6.36539e-05 5.2239e-05 4.2871e-05 3.5183e-05 2.88735e-05 2.36956e-05 1.94462e-05 1.59588e-05 1.30969e-05 1.07481e-05 8.82065e-06 7.23869e-06 5.94051e-06 4.87798e-06 3.97669e-06 3.45107e-06
0.008 0.492281 0.458911 0.408446 0.361829 0.317565 0.276339 0.23861 0.20457 0.174277 0.147636 0.124454 0.104466 0.0873683 0.072841 0.060569 0.0502525 0.0416154 0.0344089 0.0284135 0.0234373 0.0193153 0.0159064 0.0130912 0.0107687 0.00885458 0.00727818 0.00598074 0.00491344 0.00403584 0.00331446 0.00272167 0.00223467 0.00183465 0.00150612 0.00123635 0.00101485 0.000833005 0.000683719 0.000561172 0.00046058 0.000378012 0.000310242 0.000254618 0.000208965 0.000171496 0.000140745 0.000115507 9.47946e-05 7.77958e-05 6.3845e-05 5.23959e-05 4.29998e-05 3.52886e-05 2.89602e-05 2.37667e-05 1.95046e-05 1.60067e-05 1.31362e-05 1.07804e-05 8.84715e-06 7.26037e-06 5.95858e-06 4.89195e-06 3.98889e-06 3.47851e-06
0.009 0.491795 0.459597 0.409231 0.362506 0.31822 0.27694 0.239156 0.205059 0.174709 0.148014 0.124782 0.104747 0.0876078 0.0730439 0.06074 0.0503959 0.0417352 0.0345087 0.0284964 0.023506 0.0193722 0.0159534 0.01313 0.0108007 0.00888093 0.00729988 0.00599859 0.00492813 0.00404791 0.00332438 0.00272983 0.00224136 0.00184015 0.00151064 0.00124006 0.0010179 0.000835505 0.000685771 0.000562856 0.000461962 0.000379147 0.000311173 0.000255382 0.000209593 0.000172011 0.000141168 0.000115854 9.50792e-05 7.80294e-05 6.40367e-05 5.25532e-05 4.31289e-05 3.53946e-05 2.90472e-05 2.38381e-05 1.95631e-05 1.60548e-05 1.31756e-05 1.08128e-05 8.87372e-06 7.28213e-06 5.97669e-06 4.90587e-06 4.00166e-06 3.50518e-06
