0 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.001 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.002 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.003 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.004 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.005 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.006 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.007 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.008 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.009 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
0.01 0.998211 0.997347 0.996065 0.994169 0.991366 0.987234 0.981162 0.972282 0.95939 0.940866 0.914644 0.878299 0.829366 0.765999 0.687954 0.597554 0.5 0.402446 0.312046 0.234001 0.170634 0.121701 0.0853557 0.0591341 0.0406102 0.027718 0.0188383 0.0127659 0.00863365 0.0058311 0.00393467 0.00265336 0.00178856
