0 0.998209 0.997357 0.996077 0.994186 0.991392 0.987272 0.981217 0.972363 0.959507 0.941033 0.914879 0.87862 0.82979 0.766536 0.688597 0.598275 0.50075 0.403168 0.312691 0.23454 0.171059 0.122022 0.0855899 0.059301 0.040727 0.0277988 0.0188937 0.0128036 0.00865933 0.00584833 0.00394693 0.00265929 0.0018016
0.001 0.998207 0.997366 0.996088 0.994204 0.991418 0.98731 0.981273 0.972444 0.959624 0.9412 0.915112 0.87894 0.830213 0.767072 0.689239 0.598996 0.5015 0.40389 0.313337 0.235079 0.171485 0.122343 0.0858248 0.0594683 0.0408442 0.0278798 0.0189492 0.0128415 0.00868507 0.00586563 0.00395918 0.00266534 0.00181457
0.002 0.998205 0.997376 0.996099 0.994221 0.991443 0.987347 0.981328 0.972524 0.95974 0.941366 0.915346 0.879259 0.830636 0.767608 0.689881 0.599716 0.50225 0.404613 0.313983 0.235619 0.171912 0.122665 0.0860602 0.059636 0.0409616 0.027961 0.0190049 0.0128795 0.00871089 0.00588299 0.00397142 0.0026715 0.00182745
0.003 0.998203 0.997386 0.99611 0.994239 0.991469 0.987385 0.981383 0.972605 0.959856 0.941532 0.915578 0.879578 0.831058 0.768142 0.690522 0.600435 0.503 0.405336 0.31463 0.23616 0.17234 0.122989 0.0862962 0.0598042 0.0410794 0.0280425 0.0190608 0.0129175 0.00873678 0.00590042 0.00398366 0.00267777 0.00184025
0.004 0.998202 0.997395 0.996122 0.994256 0.991494 0.987423 0.981438 0.972685 0.959972 0.941697 0.91581 0.879895 0.831479 0.768676 0.691163 0.601154 0.50375 0.40606 0.315278 0.236702 0.172768 0.123312 0.0865328 0.0599728 0.0411975 0.0281242 0.0191168 0.0129557 0.00876274 0.00591792 0.00399591 0.00268415 0.00185297
0.005 0.9982 0.997404 0.996133 0.994273 0.99152 0.98746 0.981493 0.972765 0.960087 0.941862 0.916042 0.880212 0.831899 0.769209 0.691802 0.601873 0.5045 0.406784 0.315927 0.237245 0.173197 0.123637 0.08677 0.0601419 0.0413159 0.0282061 0.019173 0.0129941 0.00878877 0.00593547 0.00400815 0.00269064 0.00186563
0.006 0.998199 0.997413 0.996144 0.99429 0.991545 0.987497 0.981547 0.972844 0.960202 0.942026 0.916272 0.880529 0.832318 0.769741 0.692441 0.602591 0.50525 0.407509 0.316576 0.237789 0.173627 0.123962 0.0870078 0.0603115 0.0414347 0.0282883 0.0192293 0.0130325 0.00881488 0.00595309 0.00402039 0.00269724 0.00187821
0.007 0.998198 0.997423 0.996156 0.994308 0.99157 0.987534 0.981602 0.972924 0.960317 0.94219 0.916503 0.880844 0.832736 0.770272 0.693079 0.603309 0.506 0.408234 0.317226 0.238333 0.174058 0.124288 0.0872461 0.0604814 0.0415537 0.0283707 0.0192859 0.013071 0.00884106 0.00597078 0.00403264 0.00270393 0.00189073
0.008 0.998197 0.997431 0.996167 0.994325 0.991595 0.987571 0.981656 0.973003 0.960432 0.942354 0.916732 0.881159 0.833154 0.770802 0.693717 0.604027 0.506749 0.408959 0.317876 0.238879 0.17449 0.124615 0.0874851 0.0606519 0.0416731 0.0284533 0.0193425 0.0131097 0.00886731 0.00598852 0.00404489 0.00271073 0.00190318
0.009 0.998196 0.99744 0.996178 0.994342 0.99162 0.987608 0.98171 0.973082 0.960546 0.942517 0.916962 0.881473 0.833571 0.771331 0.694353 0.604744 0.507499 0.409684 0.318528 0.239425 0.174923 0.124943 0.0877246 0.0608227 0.0417929 0.0285361 0.0193994 0.0131484 0.00889364 0.00600633 0.00405715 0.00271762 0.00191557
0.01 0.998195 0.997449 0.99619 0.994359 0.991645 0.987645 0.981764 0.97316 0.96066 0.94268 0.91719 0.881786 0.833986 0.77186 0.694989 0.60546 0.508249 0.410411 0.31918 0.239972 0.175356 0.125271 0.0879648 0.0609941 0.0419129 0.0286192 0.0194564 0.0131873 0.00892004 0.0060242 0.00406942 0.00272461 0.00192789
0.011 0.998194 0.997458 0.996201 0.994375 0.99167 0.987682 0.981818 0.973239 0.960773 0.942842 0.917418 0.882099 0.834402 0.772388 0.695624 0.606176 0.508999 0.411137 0.319832 0.24052 0.175791 0.1256 0.0882055 0.0611659 0.0420333 0.0287025 0.0195135 0.0132263 0.00894652 0.00604213 0.0040817 0.0027317 0.00194016
0.012 0.998194 0.997466 0.996212 0.994392 0.991695 0.987718 0.981872 0.973317 0.960887 0.943004 0.917645 0.882411 0.834816 0.772914 0.696259 0.606892 0.509749 0.411864 0.320486 0.241069 0.176226 0.125929 0.0884469 0.0613381 0.042154 0.0287861 0.0195709 0.0132654 0.00897308 0.00606012 0.00409398 0.00273887 0.00195238
0.013 0.998194 0.997475 0.996223 0.994409 0.99172 0.987755 0.981925 0.973395 0.961 0.943165 0.917872 0.882722 0.835229 0.77344 0.696893 0.607607 0.510498 0.412591 0.32114 0.241618 0.176662 0.12626 0.0886888 0.0615108 0.0422751 0.0288699 0.0196284 0.0133046 0.00899971 0.00607817 0.00410628 0.00274614 0.00196454
